link, map
https://gggreplays.com/matches/156866, Fracture LE
https://gggreplays.com/matches/157311, Lost and Found LE
https://gggreplays.com/matches/156931, Lost and Found LE
https://gggreplays.com/matches/157313, Lost and Found LE
https://gggreplays.com/matches/157318, Cerulean Fall LE
https://gggreplays.com/matches/156934, Acid Plant LE
https://gggreplays.com/matches/156858, Fracture LE
https://gggreplays.com/matches/156935, Acid Plant LE
https://gggreplays.com/matches/157315, Cerulean Fall LE
https://gggreplays.com/matches/156854, Cerulean Fall LE
https://gggreplays.com/matches/156932, Para Site LE
https://gggreplays.com/matches/156848, Acid Plant LE
https://gggreplays.com/matches/156936, Daybreak LE (Void)
https://gggreplays.com/matches/156853, Dreamcatcher LE
https://gggreplays.com/matches/156845, Para Site LE
https://gggreplays.com/matches/156938, Acid Plant LE
https://gggreplays.com/matches/156937, Blueshift LE
https://gggreplays.com/matches/156841, Para Site LE
https://gggreplays.com/matches/156840, Acid Plant LE
https://gggreplays.com/matches/156833, Lost and Found LE
https://gggreplays.com/matches/156830, Para Site LE
https://gggreplays.com/matches/156817, Cerulean Fall LE
https://gggreplays.com/matches/156817, Cerulean Fall LE
https://gggreplays.com/matches/156815, Cerulean Fall LE
https://gggreplays.com/matches/156809, Lost and Found LE
https://gggreplays.com/matches/156808, Blueshift LE
https://gggreplays.com/matches/156804, Blueshift LE
https://gggreplays.com/matches/156802, Cerulean Fall LE
https://gggreplays.com/matches/156819, Para Site LE
https://gggreplays.com/matches/156772, Dreamcatcher LE
https://gggreplays.com/matches/156765, Blueshift LE
https://gggreplays.com/matches/156764, Blueshift LE
https://gggreplays.com/matches/156758, Cerulean Fall LE
https://gggreplays.com/matches/156755, Blueshift LE
https://gggreplays.com/matches/157053, Para Site LE
https://gggreplays.com/matches/157052, Blueshift LE
https://gggreplays.com/matches/156744, Blueshift LE
https://gggreplays.com/matches/156747, Cerulean Fall LE
https://gggreplays.com/matches/157056, Fracture LE
https://gggreplays.com/matches/156745, Blueshift LE
https://gggreplays.com/matches/157055, Blueshift LE
https://gggreplays.com/matches/156735, Blueshift LE
https://gggreplays.com/matches/156732, Fracture LE
https://gggreplays.com/matches/156729, Fracture LE
https://gggreplays.com/matches/156730, Blueshift LE
https://gggreplays.com/matches/156726, Blueshift LE
https://gggreplays.com/matches/157057, Lost and Found LE
https://gggreplays.com/matches/157060, Dreamcatcher LE
https://gggreplays.com/matches/156727, Lost and Found LE
https://gggreplays.com/matches/157059, Acid Plant LE
https://gggreplays.com/matches/156721, Fracture LE
https://gggreplays.com/matches/157061, Cerulean Fall LE
https://gggreplays.com/matches/156736, Fracture LE (Test)
https://gggreplays.com/matches/156711, Dreamcatcher LE
https://gggreplays.com/matches/156708, Para Site LE
https://gggreplays.com/matches/156702, Lost and Found LE
https://gggreplays.com/matches/156703, Fracture LE
https://gggreplays.com/matches/156699, Blueshift LE
https://gggreplays.com/matches/156692, Dreamcatcher LE
https://gggreplays.com/matches/156689, Blueshift LE
https://gggreplays.com/matches/156686, Lost and Found LE
https://gggreplays.com/matches/156683, Acid Plant LE
https://gggreplays.com/matches/156682, Para Site LE
https://gggreplays.com/matches/156679, Acid Plant LE
https://gggreplays.com/matches/156678, Dreamcatcher LE
https://gggreplays.com/matches/156651, Dreamcatcher LE
https://gggreplays.com/matches/156645, Para Site LE
https://gggreplays.com/matches/156632, Para Site LE
https://gggreplays.com/matches/156630, Fracture LE
https://gggreplays.com/matches/156631, Acid Plant LE
https://gggreplays.com/matches/156629, Para Site LE
https://gggreplays.com/matches/156627, Acid Plant LE
https://gggreplays.com/matches/156622, Cerulean Fall LE
https://gggreplays.com/matches/156623, Blueshift LE
https://gggreplays.com/matches/156621, Acid Plant LE
https://gggreplays.com/matches/156620, Cerulean Fall LE
https://gggreplays.com/matches/156617, Blueshift LE
https://gggreplays.com/matches/156612, Lost and Found LE
https://gggreplays.com/matches/156615, Cerulean Fall LE
https://gggreplays.com/matches/156616, Dreamcatcher LE
https://gggreplays.com/matches/156597, Fracture LE
https://gggreplays.com/matches/156591, Fracture LE
https://gggreplays.com/matches/157316, Para Site LE
https://gggreplays.com/matches/157314, Para Site LE
https://gggreplays.com/matches/157317, Para Site LE
https://gggreplays.com/matches/157319, Blueshift LE
https://gggreplays.com/matches/157320, Fracture LE
https://gggreplays.com/matches/157321, Blueshift LE
https://gggreplays.com/matches/157322, Fracture LE
https://gggreplays.com/matches/157323, Fracture LE
https://gggreplays.com/matches/157324, Para Site LE
https://gggreplays.com/matches/157325, Acid Plant LE
